pert_id,Carcinogenicity
Chem544_13,+
Chem544_14,+
Chem544_15,+
Chem544_16,+
Chem544_17,+
Chem544_18,+
Chem544_19,+
Chem544_2,+
Chem544_20,+
Chem544_3,+
Chem544_4,+
Chem544_5,+
Chem544_6,+
Chem544_7,+
Chem544_8,+
Chem544_9,+
Chem545_0,+
Chem545_1,+
Chem545_10,+
Chem545_11,+
Chem545_12,+
Chem545_13,+
Chem545_14,+
Chem545_15,+
Chem545_16,+
Chem545_17,+
Chem545_2,+
Chem545_3,+
Chem545_4,+
Chem545_5,+
Chem545_6,+
Chem545_7,+
Chem545_8,+
Chem545_9,+
Chem546_0,+
Chem546_1,+
Chem546_10,+
Chem546_11,+
Chem546_2,+
Chem546_3,+
Chem546_4,+
Chem546_5,+
Chem546_6,+
Chem546_7,+
Chem546_8,+
Chem546_9,+
Chem547_0,-
Chem547_1,-
Chem547_10,-
Chem547_11,-
Chem547_12,-
Chem547_13,-
Chem547_14,-
Chem547_15,-
Chem547_16,-
Chem547_17,-
Chem547_18,-
Chem547_19,-
Chem547_2,-
Chem547_20,-
Chem547_21,-
Chem547_22,-
Chem547_3,-
Chem547_4,-
Chem547_5,-
Chem547_6,-
Chem547_7,-
Chem547_8,-
Chem547_9,-
Chem548_0,-
Chem548_1,-
Chem548_10,-
Chem548_11,-
Chem548_12,-
Chem548_13,-
Chem548_14,-
Chem548_15,-
Chem548_16,-
Chem548_17,-
Chem548_18,-
Chem548_19,-
Chem548_2,-
Chem548_20,-
Chem548_3,-
Chem548_4,-
Chem548_5,-
Chem548_6,-
Chem548_7,-
Chem548_8,-
Chem548_9,-
Chem549_0,-
Chem549_1,-
Chem549_2,-
Chem549_3,-
Chem549_4,-
Chem549_5,-
Chem549_6,-
Chem54_0,+
Chem54_1,+
Chem54_10,+
Chem54_11,+
Chem54_12,+
Chem54_13,+
Chem54_2,+
Chem54_3,+
Chem54_4,+
Chem54_5,+
Chem54_6,+
Chem54_7,+
Chem54_8,+
Chem54_9,+
Chem550_0,+
Chem550_1,+
Chem550_10,+
Chem550_11,+
Chem550_12,+
Chem550_13,+
Chem550_14,+
Chem550_15,+
Chem550_16,+
Chem550_17,+
Chem550_18,+
Chem550_19,+
Chem550_2,+
Chem550_3,+
Chem550_4,+
Chem550_5,+
Chem550_6,+
Chem550_7,+
Chem550_8,+
Chem550_9,+
Chem551_0,+
Chem551_1,+
Chem551_10,+
Chem551_11,+
Chem551_12,+
Chem551_13,+
Chem551_14,+
Chem551_15,+
Chem551_16,+
Chem551_2,+
Chem551_3,+
Chem551_4,+
Chem551_5,+
Chem551_6,+
Chem551_7,+
Chem551_8,+
Chem551_9,+
Chem552_0,+
Chem552_1,+
Chem552_10,+
Chem552_11,+
Chem552_12,+
Chem552_13,+
Chem552_14,+
Chem552_15,+
Chem552_16,+
Chem552_17,+
Chem552_18,+
Chem552_19,+
Chem552_2,+
Chem552_20,+
Chem552_21,+
Chem552_3,+
Chem552_4,+
Chem552_5,+
Chem552_6,+
Chem552_7,+
Chem552_8,+
Chem552_9,+
Chem553_0,+
Chem553_1,+
Chem553_10,+
Chem553_11,+
Chem553_2,+
Chem553_3,+
Chem553_4,+
Chem553_5,+
Chem553_6,+
Chem553_7,+
Chem553_8,+
Chem553_9,+
Chem554_0,+
Chem554_1,+
Chem554_10,+
Chem554_11,+
Chem554_12,+
Chem554_13,+
Chem554_14,+
Chem554_2,+
Chem554_3,+
Chem554_4,+
Chem554_5,+
Chem554_6,+
Chem554_7,+
Chem554_8,+
Chem554_9,+
Chem555_0,+
Chem555_1,+
Chem555_2,+
Chem555_3,+
Chem555_4,+
Chem555_5,+
Chem555_6,+
Chem555_7,+
Chem555_8,+
Chem556_0,+
Chem556_1,+
Chem556_2,+
Chem556_3,+
Chem556_4,+
Chem556_5,+
Chem556_6,+
Chem556_7,+
Chem556_8,+
Chem557_0,-
Chem557_1,-
Chem557_10,-
Chem557_11,-
Chem557_12,-
Chem557_13,-
Chem557_14,-
Chem557_15,-
Chem557_2,-
Chem557_3,-
Chem557_4,-
Chem557_5,-
Chem557_6,-
Chem557_7,-
Chem557_8,-
Chem557_9,-
Chem558_0,-
Chem558_1,-
Chem558_2,-
Chem558_3,-
Chem558_4,-
Chem558_5,-
Chem558_6,-
Chem559_0,+
Chem559_1,+
Chem559_2,+
Chem559_3,+
Chem559_4,+
Chem559_5,+
Chem559_6,+
Chem559_7,+
Chem559_8,+
Chem55_0,-
Chem55_1,-
Chem55_10,-
Chem55_11,-
Chem55_12,-
Chem55_2,-
Chem55_3,-
Chem55_4,-
Chem55_5,-
Chem55_6,-
Chem55_7,-
Chem55_8,-
Chem55_9,-
Chem560_0,+
Chem560_1,+
Chem560_2,+
Chem560_3,+
Chem560_4,+
Chem560_5,+
Chem560_6,+
Chem560_7,+
Chem560_8,+
Chem561_0,+
Chem561_1,+
Chem561_10,+
Chem561_11,+
Chem561_12,+
Chem561_13,+
Chem561_14,+
Chem561_15,+
Chem561_16,+
Chem561_17,+
Chem561_18,+
Chem561_19,+
Chem561_2,+
Chem561_20,+
Chem561_3,+
Chem561_4,+
Chem561_5,+
Chem561_6,+
Chem561_7,+
Chem561_8,+
Chem561_9,+
Chem562_0,-
Chem562_1,-
Chem562_10,-
Chem562_11,-
Chem562_12,-
Chem562_13,-
Chem562_14,-
Chem562_2,-
Chem562_3,-
Chem562_4,-
Chem562_5,-
Chem562_6,-
Chem562_7,-
Chem562_8,-
Chem562_9,-
Chem563_0,-
Chem563_1,-
Chem563_10,-
Chem563_11,-
Chem563_12,-
Chem563_13,-
Chem563_14,-
Chem563_15,-
Chem563_16,-
Chem563_17,-
Chem563_18,-
Chem563_19,-
Chem563_2,-
Chem563_20,-
Chem563_21,-
Chem563_3,-
Chem563_4,-
Chem563_5,-
Chem563_6,-
Chem563_7,-
Chem563_8,-
Chem563_9,-
Chem564_0,+
Chem564_1,+
Chem564_10,+
Chem564_11,+
Chem564_12,+
Chem564_13,+
Chem564_14,+
Chem564_15,+
Chem564_16,+
Chem564_2,+
Chem564_3,+
Chem564_4,+
Chem564_5,+
Chem564_6,+
Chem564_7,+
Chem564_8,+
Chem564_9,+
Chem565_0,+
Chem565_1,+
Chem565_10,+
Chem565_11,+
Chem565_12,+
Chem565_13,+
Chem565_14,+
Chem565_15,+
Chem565_16,+
Chem565_17,+
Chem565_18,+
Chem565_2,+
Chem565_3,+
Chem565_4,+
Chem565_5,+
Chem565_6,+
Chem565_7,+
Chem565_8,+
Chem565_9,+
Chem566_0,-
Chem566_1,-
Chem566_10,-
Chem566_11,-
Chem566_12,-
Chem566_13,-
Chem566_14,-
Chem566_15,-
Chem566_16,-
Chem566_17,-
Chem566_18,-
Chem566_19,-
Chem566_2,-
Chem566_20,-
Chem566_21,-
Chem566_22,-
Chem566_23,-
Chem566_24,-
Chem566_3,-
Chem566_4,-
Chem566_5,-
Chem566_6,-
Chem566_7,-
Chem566_8,-
Chem566_9,-
Chem567_0,+
Chem567_1,+
Chem567_10,+
Chem567_11,+
Chem567_12,+
Chem567_13,+
Chem567_14,+
Chem567_2,+
Chem567_3,+
Chem567_4,+
Chem567_5,+
Chem567_6,+
Chem567_7,+
Chem567_8,+
Chem567_9,+
Chem568_0,+
Chem568_1,+
Chem568_2,+
Chem568_3,+
Chem568_4,+
Chem568_5,+
Chem569_0,+
Chem569_1,+
Chem569_10,+
Chem569_11,+
Chem569_12,+
Chem569_2,+
Chem569_3,+
Chem569_4,+
Chem569_5,+
Chem569_6,+
Chem569_7,+
Chem569_8,+
Chem569_9,+
Chem56_0,-
Chem56_1,-
Chem56_10,-
Chem56_11,-
Chem56_12,-
Chem56_13,-
Chem56_14,-
Chem56_15,-
Chem56_2,-
Chem56_3,-
Chem56_4,-
Chem56_5,-
Chem56_6,-
Chem56_7,-
Chem56_8,-
Chem56_9,-
Chem570_0,-
Chem570_1,-
Chem570_10,-
Chem570_11,-
Chem570_2,-
Chem570_3,-
Chem570_4,-
Chem570_5,-
Chem570_6,-
Chem570_7,-
Chem570_8,-
Chem570_9,-
Chem571_0,-
Chem571_1,-
Chem571_2,-
Chem571_3,-
Chem571_4,-
Chem571_5,-
Chem571_6,-
Chem571_7,-
Chem571_8,-
Chem572_0,+
Chem572_1,+
Chem572_2,+
Chem572_3,+
Chem572_4,+
Chem572_5,+
Chem573_0,+
Chem573_1,+
Chem573_10,+
Chem573_11,+
Chem573_12,+
Chem573_13,+
Chem573_14,+
Chem573_2,+
Chem573_3,+
Chem573_4,+
Chem573_5,+
Chem573_6,+
Chem573_7,+
Chem573_8,+
Chem573_9,+
Chem574_0,+
Chem574_1,+
Chem574_10,+
Chem574_11,+
Chem574_12,+
Chem574_13,+
Chem574_14,+
Chem574_2,+
Chem574_3,+
Chem574_4,+
Chem574_5,+
Chem574_6,+
Chem574_7,+
Chem574_8,+
Chem574_9,+
Chem575_0,-
Chem575_1,-
Chem575_2,-
Chem575_3,-
Chem575_4,-
Chem575_5,-
Chem575_6,-
Chem576_0,-
Chem576_1,-
Chem576_10,-
Chem576_11,-
Chem576_12,-
Chem576_13,-
Chem576_14,-
Chem576_15,-
Chem576_16,-
Chem576_2,-
Chem576_3,-
Chem576_4,-
Chem576_5,-
Chem576_6,-
Chem576_7,-
Chem576_8,-
Chem576_9,-
Chem577_0,-
Chem577_1,-
Chem577_10,-
Chem577_2,-
Chem577_3,-
Chem577_4,-
Chem577_5,-
Chem577_6,-
Chem577_7,-
Chem577_8,-
Chem577_9,-
Chem578_0,-
Chem578_1,-
Chem578_10,-
Chem578_2,-
Chem578_3,-
Chem578_4,-
Chem578_5,-
Chem578_6,-
Chem578_7,-
Chem578_8,-
Chem578_9,-
Chem579_0,-
Chem579_1,-
Chem579_10,-
Chem579_11,-
Chem579_12,-
Chem579_13,-
Chem579_14,-
Chem579_15,-
Chem579_16,-
Chem579_17,-
Chem579_18,-
Chem579_19,-
Chem579_2,-
Chem579_20,-
Chem579_21,-
Chem579_22,-
Chem579_3,-
Chem579_4,-
Chem579_5,-
Chem579_6,-
Chem579_7,-
Chem579_8,-
Chem579_9,-
Chem57_0,-
Chem57_1,-
Chem57_2,-
Chem57_3,-
Chem57_4,-
Chem57_5,-
Chem57_6,-
Chem57_7,-
Chem57_8,-
Chem57_9,-
Chem580_0,+
Chem580_1,+
Chem580_10,+
Chem580_11,+
Chem580_2,+
Chem580_3,+
Chem580_4,+
Chem580_5,+
Chem580_6,+
Chem580_7,+
Chem580_8,+
Chem580_9,+
Chem581_0,-
Chem581_1,-
Chem581_10,-
Chem581_11,-
Chem581_12,-
Chem581_13,-
Chem581_14,-
Chem581_15,-
Chem581_2,-
Chem581_3,-
Chem581_4,-
Chem581_5,-
Chem581_6,-
Chem581_7,-
Chem581_8,-
Chem581_9,-
Chem582_0,+
Chem582_1,+
Chem582_10,+
Chem582_11,+
Chem582_12,+
Chem582_13,+
Chem582_14,+
Chem582_15,+
Chem582_16,+
Chem582_17,+
Chem582_18,+
Chem582_19,+
Chem582_2,+
Chem582_3,+
Chem582_4,+
Chem582_5,+
Chem582_6,+
Chem582_7,+
Chem582_8,+
Chem582_9,+
Chem583_0,+
Chem583_1,+
Chem583_10,+
Chem583_11,+
Chem583_12,+
Chem583_13,+
Chem583_14,+
Chem583_15,+
Chem583_16,+
Chem583_17,+
Chem583_18,+
Chem583_19,+
Chem583_2,+
Chem583_20,+
Chem583_21,+
Chem583_3,+
Chem583_4,+
Chem583_5,+
Chem583_6,+
Chem583_7,+
Chem583_8,+
Chem583_9,+
Chem584_0,+
Chem584_1,+
Chem584_10,+
Chem584_11,+
Chem584_12,+
Chem584_13,+
Chem584_14,+
Chem584_15,+
Chem584_16,+
Chem584_17,+
Chem584_18,+
Chem584_19,+
Chem584_2,+
Chem584_20,+
Chem584_3,+
Chem584_4,+
Chem584_5,+
Chem584_6,+
Chem584_7,+
Chem584_8,+
Chem584_9,+
Chem585_0,-
Chem585_1,-
Chem585_10,-
Chem585_11,-
Chem585_12,-
Chem585_13,-
Chem585_14,-
Chem585_15,-
Chem585_16,-
Chem585_17,-
Chem585_18,-
Chem585_19,-
Chem585_2,-
Chem585_20,-
Chem585_21,-
Chem585_22,-
Chem585_23,-
Chem585_24,-
Chem585_25,-
Chem585_26,-
Chem585_3,-
Chem585_4,-
Chem585_5,-
Chem585_6,-
Chem585_7,-
Chem585_8,-
Chem585_9,-
Chem586_0,+
Chem586_1,+
Chem586_10,+
Chem586_11,+
Chem586_12,+
Chem586_13,+
Chem586_14,+
Chem586_15,+
Chem586_16,+
Chem586_17,+
Chem586_18,+
Chem586_19,+
Chem586_2,+
Chem586_20,+
Chem586_21,+
Chem586_22,+
Chem586_23,+
Chem586_3,+
Chem586_4,+
Chem586_5,+
Chem586_6,+
Chem586_7,+
Chem586_8,+
Chem586_9,+
Chem587_0,+
Chem587_1,+
Chem587_10,+
Chem587_11,+
Chem587_12,+
Chem587_13,+
Chem587_14,+
Chem587_15,+
Chem587_16,+
Chem587_17,+
Chem587_18,+
Chem587_19,+
Chem587_2,+
Chem587_20,+
Chem587_21,+
Chem587_22,+
Chem587_3,+
Chem587_4,+
Chem587_5,+
Chem587_6,+
Chem587_7,+
Chem587_8,+
Chem587_9,+
Chem588_0,+
Chem588_1,+
Chem588_10,+
Chem588_11,+
Chem588_12,+
Chem588_13,+
Chem588_2,+
Chem588_3,+
Chem588_4,+
Chem588_5,+
Chem588_6,+
Chem588_7,+
Chem588_8,+
Chem588_9,+
Chem589_0,-
Chem589_1,-
Chem589_2,-
Chem589_3,-
Chem589_4,-
Chem589_5,-
Chem589_6,-
Chem589_7,-
Chem589_8,-
Chem58_0,-
Chem58_1,-
Chem58_10,-
Chem58_11,-
Chem58_12,-
Chem58_13,-
Chem58_14,-
Chem58_15,-
Chem58_16,-
Chem58_17,-
Chem58_18,-
Chem58_19,-
Chem58_2,-
Chem58_20,-
Chem58_21,-
Chem58_22,-
Chem58_23,-
Chem58_3,-
Chem58_4,-
Chem58_5,-
Chem58_6,-
Chem58_7,-
Chem58_8,-
Chem58_9,-
Chem590_0,-
Chem590_1,-
Chem590_2,-
Chem590_3,-
Chem590_4,-
Chem590_5,-
Chem590_6,-
Chem590_7,-
Chem590_8,-
Chem590_9,-
Chem591_0,-
Chem591_1,-
Chem591_2,-
Chem591_3,-
Chem591_4,-
Chem591_5,-
Chem591_6,-
Chem591_7,-
Chem592_0,+
Chem592_1,+
Chem592_10,+
Chem592_11,+
Chem592_12,+
Chem592_13,+
Chem592_14,+
Chem592_15,+
Chem592_16,+
Chem592_17,+
Chem592_18,+
Chem592_19,+
Chem592_2,+
Chem592_20,+
Chem592_21,+
Chem592_22,+
Chem592_23,+
Chem592_3,+
Chem592_4,+
Chem592_5,+
Chem592_6,+
Chem592_7,+
Chem592_8,+
Chem592_9,+
Chem593_0,+
Chem593_1,+
Chem593_10,+
Chem593_11,+
Chem593_12,+
Chem593_13,+
Chem593_14,+
Chem593_15,+
Chem593_16,+
Chem593_17,+
Chem593_18,+
Chem593_19,+
Chem593_2,+
Chem593_20,+
Chem593_21,+
Chem593_22,+
Chem593_3,+
Chem593_4,+
Chem593_5,+
Chem593_6,+
Chem593_7,+
Chem593_8,+
Chem593_9,+
Chem594_0,-
Chem594_1,-
Chem594_10,-
Chem594_11,-
Chem594_12,-
Chem594_13,-
Chem594_2,-
Chem594_3,-
Chem594_4,-
Chem594_5,-
Chem594_6,-
Chem594_7,-
Chem594_8,-
Chem594_9,-
Chem595_0,+
Chem595_1,+
Chem595_10,+
Chem595_11,+
Chem595_12,+
Chem595_13,+
Chem595_14,+
Chem595_15,+
Chem595_16,+
Chem595_17,+
Chem595_18,+
Chem595_19,+
Chem595_2,+
Chem595_20,+
Chem595_21,+
Chem595_22,+
Chem595_3,+
Chem595_4,+
Chem595_5,+
Chem595_6,+
Chem595_7,+
Chem595_8,+
Chem595_9,+
Chem596_0,+
Chem596_1,+
Chem596_10,+
Chem596_11,+
Chem596_12,+
Chem596_13,+
Chem596_14,+
Chem596_15,+
Chem596_16,+
Chem596_2,+
Chem596_3,+
Chem596_4,+
Chem596_5,+
Chem596_6,+
Chem596_7,+
Chem596_8,+
Chem596_9,+
Chem597_0,+
Chem597_1,+
Chem597_2,+
Chem597_3,+
Chem597_4,+
Chem597_5,+
Chem597_6,+
Chem597_7,+
Chem597_8,+
Chem597_9,+
Chem598_0,+
Chem598_1,+
Chem598_10,+
Chem598_11,+
Chem598_2,+
Chem598_3,+
Chem598_4,+
Chem598_5,+
Chem598_6,+
Chem598_7,+
Chem598_8,+
Chem598_9,+
Chem599_0,-
Chem599_1,-
Chem599_10,-
Chem599_11,-
Chem599_12,-
Chem599_13,-
Chem599_2,-
Chem599_3,-
Chem599_4,-
Chem599_5,-
Chem599_6,-
Chem599_7,-
Chem599_8,-
Chem599_9,-
Chem59_0,+
Chem59_1,+
Chem59_10,+
Chem59_2,+
Chem59_3,+
Chem59_4,+
Chem59_5,+
Chem59_6,+
Chem59_7,+
Chem59_8,+
Chem59_9,+
Chem5_0,+
Chem5_1,+
Chem5_10,+
Chem5_11,+
Chem5_12,+
Chem5_13,+
Chem5_14,+
Chem5_15,+
Chem5_2,+
Chem5_3,+
Chem5_4,+
Chem5_5,+
Chem5_6,+
Chem5_7,+
Chem5_8,+
Chem5_9,+
Chem600_0,+
Chem600_1,+
Chem600_10,+
Chem600_2,+
Chem600_3,+
Chem600_4,+
Chem600_5,+
Chem600_6,+
Chem600_7,+
Chem600_8,+
Chem600_9,+
Chem601_0,-
Chem601_1,-
Chem601_10,-
Chem601_11,-
Chem601_12,-
Chem601_13,-
Chem601_14,-
Chem601_15,-
Chem601_16,-
Chem601_17,-
Chem601_2,-
Chem601_3,-
Chem601_4,-
Chem601_5,-
Chem601_6,-
Chem601_7,-
Chem601_8,-
Chem601_9,-
Chem602_0,-
Chem602_1,-
Chem602_10,-
Chem602_11,-
Chem602_2,-
Chem602_3,-
Chem602_4,-
Chem602_5,-
Chem602_6,-
Chem602_7,-
Chem602_8,-
Chem602_9,-
Chem603_0,+
Chem603_1,+
Chem603_10,+
Chem603_11,+
Chem603_12,+
Chem603_13,+
Chem603_2,+
Chem603_3,+
Chem603_4,+
Chem603_5,+
Chem603_6,+
Chem603_7,+
Chem603_8,+
Chem603_9,+
Chem604_0,+
Chem604_1,+
Chem604_10,+
Chem604_11,+
Chem604_12,+
Chem604_2,+
Chem604_3,+
Chem604_4,+
Chem604_5,+
Chem604_6,+
Chem604_7,+
Chem604_8,+
Chem604_9,+
Chem605_0,+
Chem605_1,+
Chem605_10,+
Chem605_11,+
Chem605_12,+
Chem605_2,+
Chem605_3,+
Chem605_4,+
Chem605_5,+
Chem605_6,+
Chem605_7,+
Chem605_8,+
Chem605_9,+
Chem606_0,-
Chem606_1,-
Chem606_10,-
Chem606_11,-
Chem606_12,-
Chem606_13,-
Chem606_14,-
Chem606_15,-
Chem606_2,-
Chem606_3,-
Chem606_4,-
Chem606_5,-
Chem606_6,-
Chem606_7,-
Chem606_8,-
Chem606_9,-
Chem607_0,+
Chem607_1,+
Chem607_10,+
Chem607_11,+
Chem607_2,+
Chem607_3,+
Chem607_4,+
Chem607_5,+
Chem607_6,+
Chem607_7,+
Chem607_8,+
Chem607_9,+
Chem608_0,+
Chem608_1,+
Chem608_10,+
Chem608_11,+
Chem608_12,+
Chem608_13,+
Chem608_2,+
Chem608_3,+
Chem608_4,+
Chem608_5,+
Chem608_6,+
Chem608_7,+
Chem608_8,+
Chem608_9,+
Chem609_0,-
Chem609_1,-
Chem609_10,-
Chem609_11,-
Chem609_2,-
Chem609_3,-
Chem609_4,-
Chem609_5,-
Chem609_6,-
Chem609_7,-
Chem609_8,-
Chem609_9,-
Chem60_0,-
Chem60_1,-
Chem60_10,-
Chem60_2,-
Chem60_3,-
Chem60_4,-
Chem60_5,-
Chem60_6,-
Chem60_7,-
Chem60_8,-
Chem60_9,-
Chem610_0,-
Chem610_1,-
Chem610_10,-
Chem610_11,-
Chem610_12,-
Chem610_13,-
Chem610_14,-
Chem610_15,-
Chem610_16,-
Chem610_2,-
Chem610_3,-
Chem610_4,-
Chem610_5,-
Chem610_6,-
Chem610_7,-
Chem610_8,-
Chem610_9,-
Chem611_0,+
Chem611_1,+
Chem611_10,+
Chem611_11,+
Chem611_12,+
Chem611_13,+
Chem611_14,+
Chem611_15,+
Chem611_16,+
Chem611_2,+
Chem611_3,+
Chem611_4,+
Chem611_5,+
Chem611_6,+
Chem611_7,+
Chem611_8,+
Chem611_9,+
Chem612_0,+
Chem612_1,+
Chem612_10,+
Chem612_11,+
Chem612_12,+
Chem612_13,+
Chem612_2,+
Chem612_3,+
Chem612_4,+
Chem612_5,+
Chem612_6,+
Chem612_7,+
Chem612_8,+
Chem612_9,+
Chem613_0,+
Chem613_1,+
Chem613_10,+
Chem613_11,+
Chem613_12,+
Chem613_13,+
Chem613_14,+
Chem613_15,+
Chem613_16,+
Chem613_17,+
Chem613_2,+
Chem613_3,+
Chem613_4,+
Chem613_5,+
Chem613_6,+
Chem613_7,+
Chem613_8,+
Chem613_9,+
Chem614_0,+
Chem614_1,+
Chem614_10,+
Chem614_11,+
Chem614_12,+
Chem614_13,+
Chem614_14,+
Chem614_15,+
Chem614_16,+
Chem614_2,+
Chem614_3,+
Chem614_4,+
Chem614_5,+
Chem614_6,+
Chem614_7,+
Chem614_8,+
Chem614_9,+
Chem615_0,+
Chem615_1,+
Chem615_10,+
Chem615_11,+
Chem615_12,+
Chem615_2,+
Chem615_3,+
Chem615_4,+
Chem615_5,+
Chem615_6,+
Chem615_7,+
Chem615_8,+
Chem615_9,+
Chem616_0,+
Chem616_1,+
Chem616_10,+
Chem616_11,+
Chem616_12,+
Chem616_13,+
Chem616_14,+
Chem616_15,+
Chem616_16,+
Chem616_2,+
Chem616_3,+
Chem616_4,+
Chem616_5,+
Chem616_6,+
Chem616_7,+
Chem616_8,+
Chem616_9,+
Chem617_0,+
Chem617_1,+
Chem617_10,+
Chem617_11,+
Chem617_12,+
Chem617_13,+
Chem617_14,+
Chem617_15,+
Chem617_2,+
Chem617_3,+
Chem617_4,+
Chem617_5,+
Chem617_6,+
Chem617_7,+
Chem617_8,+
Chem617_9,+
Chem618_0,+
Chem618_1,+
Chem618_10,+
Chem618_11,+
Chem618_12,+
Chem618_13,+
Chem618_14,+
Chem618_15,+
Chem618_16,+
Chem618_17,+
Chem618_18,+
Chem618_19,+
Chem618_2,+
Chem618_20,+
Chem618_21,+
Chem618_3,+
Chem618_4,+
Chem618_5,+
Chem618_6,+
Chem618_7,+
Chem618_8,+
Chem618_9,+
Chem619_0,+
Chem619_1,+
Chem619_2,+
Chem619_3,+
Chem619_4,+
Chem619_5,+
Chem619_6,+
Chem619_7,+
Chem619_8,+
Chem61_0,-
Chem61_1,-
Chem61_10,-
Chem61_11,-
Chem61_12,-
Chem61_13,-
Chem61_14,-
Chem61_15,-
Chem61_2,-
Chem61_3,-
Chem61_4,-
Chem61_5,-
Chem61_6,-
Chem61_7,-
Chem61_8,-
Chem61_9,-
Chem620_0,-
Chem620_1,-
Chem620_10,-
Chem620_2,-
Chem620_3,-
Chem620_4,-
Chem620_5,-
Chem620_6,-
Chem620_7,-
Chem620_8,-
Chem620_9,-
Chem621_0,-
Chem621_1,-
Chem621_10,-
Chem621_2,-
Chem621_3,-
Chem621_4,-
Chem621_5,-
Chem621_6,-
Chem621_7,-
Chem621_8,-
Chem621_9,-
Chem622_0,-
Chem622_1,-
Chem622_10,-
Chem622_2,-
Chem622_3,-
Chem622_4,-
Chem622_5,-
Chem622_6,-
Chem622_7,-
Chem622_8,-
Chem622_9,-
Chem623_0,+
Chem623_1,+
Chem623_10,+
Chem623_11,+
Chem623_12,+
Chem623_13,+
Chem623_14,+
Chem623_2,+
Chem623_3,+
Chem623_4,+
Chem623_5,+
Chem623_6,+
Chem623_7,+
Chem623_8,+
Chem623_9,+
Chem624_0,-
Chem624_1,-
Chem624_2,-
Chem624_3,-
Chem624_4,-
Chem624_5,-
Chem624_6,-
Chem624_7,-
Chem624_8,-
Chem624_9,-
Chem625_0,+
Chem625_1,+
Chem625_10,+
Chem625_2,+
Chem625_3,+
Chem625_4,+
Chem625_5,+
Chem625_6,+
Chem625_7,+
Chem625_8,+
Chem625_9,+
Chem626_0,-
Chem626_1,-
Chem626_10,-
Chem626_11,-
Chem626_12,-
Chem626_2,-
Chem626_3,-
Chem626_4,-
Chem626_5,-
Chem626_6,-
Chem626_7,-
Chem626_8,-
Chem626_9,-
Chem627_0,+
Chem627_1,+
Chem627_2,+
Chem627_3,+
Chem627_4,+
Chem627_5,+
Chem627_6,+
Chem627_7,+
Chem627_8,+
Chem628_0,-
Chem628_1,-
Chem628_10,-
Chem628_11,-
Chem628_2,-
Chem628_3,-
Chem628_4,-
Chem628_5,-
Chem628_6,-
Chem628_7,-
Chem628_8,-
Chem628_9,-
Chem629_0,+
Chem629_1,+
Chem629_10,+
Chem629_11,+
Chem629_2,+
Chem629_3,+
Chem629_4,+
Chem629_5,+
Chem629_6,+
Chem629_7,+
Chem629_8,+
Chem629_9,+
Chem62_0,+
Chem62_1,+
Chem62_2,+
Chem62_3,+
Chem62_4,+
Chem62_5,+
Chem62_6,+
Chem62_7,+
Chem62_8,+
Chem630_0,-
Chem630_1,-
Chem630_2,-
Chem630_3,-
Chem630_4,-
Chem630_5,-
Chem630_6,-
Chem631_0,+
Chem631_1,+
Chem631_2,+
Chem631_3,+
Chem631_4,+
Chem631_5,+
Chem631_6,+
Chem632_0,+
Chem632_1,+
Chem632_10,+
Chem632_11,+
Chem632_12,+
Chem632_13,+
Chem632_14,+
Chem632_15,+
Chem632_16,+
Chem632_17,+
Chem632_2,+
Chem632_3,+
Chem632_4,+
Chem632_5,+
Chem632_6,+
Chem632_7,+
Chem632_8,+
Chem632_9,+
Chem633_0,+
Chem633_1,+
Chem633_10,+
Chem633_11,+
Chem633_12,+
Chem633_13,+
Chem633_14,+
Chem633_15,+
Chem633_2,+
Chem633_3,+
Chem633_4,+
Chem633_5,+
Chem633_6,+
Chem633_7,+
Chem633_8,+
Chem633_9,+
Chem634_0,+
Chem634_1,+
Chem634_10,+
Chem634_11,+
Chem634_12,+
Chem634_13,+
Chem634_14,+
Chem634_15,+
Chem634_16,+
Chem634_2,+
Chem634_3,+
Chem634_4,+
Chem634_5,+
Chem634_6,+
Chem634_7,+
Chem634_8,+
Chem634_9,+
Chem635_0,+
Chem635_1,+
Chem635_10,+
Chem635_11,+
Chem635_12,+
Chem635_13,+
Chem635_14,+
Chem635_15,+
Chem635_2,+
Chem635_3,+
Chem635_4,+
Chem635_5,+
Chem635_6,+
Chem635_7,+
Chem635_8,+
Chem635_9,+
Chem636_0,+
Chem636_1,+
Chem636_2,+
Chem636_3,+
Chem636_4,+
Chem636_5,+
Chem636_6,+
Chem636_7,+
Chem637_0,+
Chem637_1,+
Chem637_2,+
Chem637_3,+
Chem637_4,+
Chem637_5,+
Chem637_6,+
Chem637_7,+
Chem637_8,+
Chem638_0,-
Chem638_1,-
Chem638_10,-
Chem638_11,-
Chem638_12,-
Chem638_2,-
Chem638_3,-
Chem638_4,-
Chem638_5,-
Chem638_6,-
Chem638_7,-
Chem638_8,-
Chem638_9,-
Chem639_0,+
Chem639_1,+
Chem639_2,+
Chem639_3,+
Chem639_4,+
Chem639_5,+
Chem639_6,+
Chem639_7,+
Chem63_0,-
Chem63_1,-
Chem63_2,-
Chem63_3,-
Chem63_4,-
Chem63_5,-
Chem63_6,-
Chem63_7,-
Chem63_8,-
Chem640_0,-
Chem640_1,-
Chem640_2,-
Chem640_3,-
Chem640_4,-
Chem640_5,-
Chem641_0,-
Chem641_1,-
Chem641_2,-
Chem641_3,-
Chem641_4,-
Chem641_5,-
